Image_name,Train
Patient00759_Plane3_3_of_4_augmented_5,1
Patient00765_Plane3_1_of_6_augmented_0,1
Patient00765_Plane3_1_of_6_augmented_1,1
Patient00765_Plane3_1_of_6_augmented_2,1
Patient00765_Plane3_1_of_6_augmented_3,1
Patient00765_Plane3_1_of_6_augmented_4,1
Patient00765_Plane3_1_of_6_augmented_5,1
Patient00766_Plane3_2_of_3_augmented_0,1
Patient00766_Plane3_2_of_3_augmented_1,1
Patient00766_Plane3_2_of_3_augmented_2,1
Patient00766_Plane3_2_of_3_augmented_3,1
Patient00766_Plane3_2_of_3_augmented_4,1
Patient00766_Plane3_2_of_3_augmented_5,1
Patient00778_Plane3_2_of_5_augmented_0,1
Patient00778_Plane3_2_of_5_augmented_1,1
Patient00778_Plane3_2_of_5_augmented_2,1
Patient00778_Plane3_2_of_5_augmented_3,1
Patient00778_Plane3_2_of_5_augmented_4,1
Patient00778_Plane3_2_of_5_augmented_5,1
Patient00782_Plane3_1_of_4_augmented_0,1
Patient00782_Plane3_1_of_4_augmented_1,1
Patient00782_Plane3_1_of_4_augmented_2,1
Patient00782_Plane3_1_of_4_augmented_3,1
Patient00782_Plane3_1_of_4_augmented_4,1
Patient00782_Plane3_1_of_4_augmented_5,1
Patient00783_Plane3_5_of_5_augmented_0,1
Patient00783_Plane3_5_of_5_augmented_1,1
Patient00783_Plane3_5_of_5_augmented_2,1
Patient00783_Plane3_5_of_5_augmented_3,1
Patient00783_Plane3_5_of_5_augmented_4,1
Patient00783_Plane3_5_of_5_augmented_5,1
Patient00786_Plane3_2_of_3_augmented_0,1
Patient00786_Plane3_2_of_3_augmented_1,1
Patient00786_Plane3_2_of_3_augmented_2,1
Patient00786_Plane3_2_of_3_augmented_3,1
Patient00786_Plane3_2_of_3_augmented_4,1
Patient00786_Plane3_2_of_3_augmented_5,1
Patient00789_Plane3_3_of_3_augmented_0,1
Patient00789_Plane3_3_of_3_augmented_1,1
Patient00789_Plane3_3_of_3_augmented_2,1
Patient00789_Plane3_3_of_3_augmented_3,1
Patient00789_Plane3_3_of_3_augmented_4,1
Patient00789_Plane3_3_of_3_augmented_5,1
Patient00790_Plane3_3_of_5_augmented_0,1
Patient00790_Plane3_3_of_5_augmented_1,1
Patient00790_Plane3_3_of_5_augmented_2,1
Patient00790_Plane3_3_of_5_augmented_3,1
Patient00790_Plane3_3_of_5_augmented_4,1
Patient00790_Plane3_3_of_5_augmented_5,1
Patient00799_Plane3_1_of_3_augmented_0,1
Patient00799_Plane3_1_of_3_augmented_1,1
Patient00799_Plane3_1_of_3_augmented_2,1
Patient00799_Plane3_1_of_3_augmented_3,1
Patient00799_Plane3_1_of_3_augmented_4,1
Patient00799_Plane3_1_of_3_augmented_5,1
Patient00801_Plane3_1_of_3_augmented_0,1
Patient00801_Plane3_1_of_3_augmented_1,1
Patient00801_Plane3_1_of_3_augmented_2,1
Patient00801_Plane3_1_of_3_augmented_3,1
Patient00801_Plane3_1_of_3_augmented_4,1
Patient00801_Plane3_1_of_3_augmented_5,1
Patient00803_Plane3_3_of_5_augmented_0,1
Patient00803_Plane3_3_of_5_augmented_1,1
Patient00803_Plane3_3_of_5_augmented_2,1
Patient00803_Plane3_3_of_5_augmented_3,1
Patient00803_Plane3_3_of_5_augmented_4,1
Patient00803_Plane3_3_of_5_augmented_5,1
Patient00803_Plane3_4_of_5_augmented_0,1
Patient00803_Plane3_4_of_5_augmented_1,1
Patient00803_Plane3_4_of_5_augmented_2,1
Patient00803_Plane3_4_of_5_augmented_3,1
Patient00803_Plane3_4_of_5_augmented_4,1
Patient00803_Plane3_4_of_5_augmented_5,1
Patient00804_Plane3_1_of_5_augmented_0,1
Patient00804_Plane3_1_of_5_augmented_1,1
Patient00804_Plane3_1_of_5_augmented_2,1
Patient00804_Plane3_1_of_5_augmented_3,1
Patient00804_Plane3_1_of_5_augmented_4,1
Patient00804_Plane3_1_of_5_augmented_5,1
Patient00804_Plane3_5_of_5_augmented_0,1
Patient00804_Plane3_5_of_5_augmented_1,1
Patient00804_Plane3_5_of_5_augmented_2,1
Patient00804_Plane3_5_of_5_augmented_3,1
Patient00804_Plane3_5_of_5_augmented_4,1
Patient00804_Plane3_5_of_5_augmented_5,1
Patient00806_Plane3_1_of_4_augmented_0,1
Patient00806_Plane3_1_of_4_augmented_1,1
Patient00806_Plane3_1_of_4_augmented_2,1
Patient00806_Plane3_1_of_4_augmented_3,1
Patient00806_Plane3_1_of_4_augmented_4,1
Patient00806_Plane3_1_of_4_augmented_5,1
Patient00810_Plane3_2_of_2_augmented_0,1
Patient00810_Plane3_2_of_2_augmented_1,1
Patient00810_Plane3_2_of_2_augmented_2,1
Patient00810_Plane3_2_of_2_augmented_3,1
Patient00810_Plane3_2_of_2_augmented_4,1
Patient00810_Plane3_2_of_2_augmented_5,1
Patient00811_Plane3_2_of_5_augmented_0,1
Patient00811_Plane3_2_of_5_augmented_1,1
Patient00811_Plane3_2_of_5_augmented_2,1
Patient00811_Plane3_2_of_5_augmented_3,1
Patient00811_Plane3_2_of_5_augmented_4,1
Patient00811_Plane3_2_of_5_augmented_5,1
Patient00812_Plane3_2_of_3_augmented_0,1
Patient00812_Plane3_2_of_3_augmented_1,1
Patient00812_Plane3_2_of_3_augmented_2,1
Patient00812_Plane3_2_of_3_augmented_3,1
Patient00812_Plane3_2_of_3_augmented_4,1
Patient00812_Plane3_2_of_3_augmented_5,1
Patient00816_Plane3_5_of_6_augmented_0,1
Patient00816_Plane3_5_of_6_augmented_1,1
Patient00816_Plane3_5_of_6_augmented_2,1
Patient00816_Plane3_5_of_6_augmented_3,1
Patient00816_Plane3_5_of_6_augmented_4,1
Patient00816_Plane3_5_of_6_augmented_5,1
Patient00818_Plane3_2_of_2_augmented_0,1
Patient00818_Plane3_2_of_2_augmented_1,1
Patient00818_Plane3_2_of_2_augmented_2,1
Patient00818_Plane3_2_of_2_augmented_3,1
Patient00818_Plane3_2_of_2_augmented_4,1
Patient00818_Plane3_2_of_2_augmented_5,1
Patient00819_Plane3_2_of_4_augmented_0,1
Patient00819_Plane3_2_of_4_augmented_1,1
Patient00819_Plane3_2_of_4_augmented_2,1
Patient00819_Plane3_2_of_4_augmented_3,1
Patient00819_Plane3_2_of_4_augmented_4,1
Patient00819_Plane3_2_of_4_augmented_5,1
Patient00819_Plane3_4_of_4_augmented_0,1
Patient00819_Plane3_4_of_4_augmented_1,1
Patient00819_Plane3_4_of_4_augmented_2,1
Patient00819_Plane3_4_of_4_augmented_3,1
Patient00819_Plane3_4_of_4_augmented_4,1
Patient00819_Plane3_4_of_4_augmented_5,1
Patient00820_Plane3_2_of_3_augmented_0,1
Patient00820_Plane3_2_of_3_augmented_1,1
Patient00820_Plane3_2_of_3_augmented_2,1
Patient00820_Plane3_2_of_3_augmented_3,1
Patient00820_Plane3_2_of_3_augmented_4,1
Patient00820_Plane3_2_of_3_augmented_5,1
Patient00821_Plane3_3_of_3_augmented_0,1
Patient00821_Plane3_3_of_3_augmented_1,1
Patient00821_Plane3_3_of_3_augmented_2,1
Patient00821_Plane3_3_of_3_augmented_3,1
Patient00821_Plane3_3_of_3_augmented_4,1
Patient00821_Plane3_3_of_3_augmented_5,1
Patient00822_Plane3_4_of_6_augmented_0,1
Patient00822_Plane3_4_of_6_augmented_1,1
Patient00822_Plane3_4_of_6_augmented_2,1
Patient00822_Plane3_4_of_6_augmented_3,1
Patient00822_Plane3_4_of_6_augmented_4,1
Patient00822_Plane3_4_of_6_augmented_5,1
Patient00822_Plane3_5_of_6_augmented_0,1
Patient00822_Plane3_5_of_6_augmented_1,1
Patient00822_Plane3_5_of_6_augmented_2,1
Patient00822_Plane3_5_of_6_augmented_3,1
Patient00822_Plane3_5_of_6_augmented_4,1
Patient00822_Plane3_5_of_6_augmented_5,1
Patient00823_Plane3_2_of_4_augmented_0,1
Patient00823_Plane3_2_of_4_augmented_1,1
Patient00823_Plane3_2_of_4_augmented_2,1
Patient00823_Plane3_2_of_4_augmented_3,1
Patient00823_Plane3_2_of_4_augmented_4,1
Patient00823_Plane3_2_of_4_augmented_5,1
Patient00823_Plane3_3_of_4_augmented_0,1
Patient00823_Plane3_3_of_4_augmented_1,1
Patient00823_Plane3_3_of_4_augmented_2,1
Patient00823_Plane3_3_of_4_augmented_3,1
Patient00823_Plane3_3_of_4_augmented_4,1
Patient00823_Plane3_3_of_4_augmented_5,1
Patient00826_Plane3_3_of_5_augmented_0,1
Patient00826_Plane3_3_of_5_augmented_1,1
Patient00826_Plane3_3_of_5_augmented_2,1
Patient00826_Plane3_3_of_5_augmented_3,1
Patient00826_Plane3_3_of_5_augmented_4,1
Patient00826_Plane3_3_of_5_augmented_5,1
Patient00828_Plane3_1_of_1_augmented_0,1
Patient00828_Plane3_1_of_1_augmented_1,1
Patient00828_Plane3_1_of_1_augmented_2,1
Patient00828_Plane3_1_of_1_augmented_3,1
Patient00828_Plane3_1_of_1_augmented_4,1
Patient00828_Plane3_1_of_1_augmented_5,1
Patient00835_Plane3_2_of_3_augmented_0,1
Patient00835_Plane3_2_of_3_augmented_1,1
Patient00835_Plane3_2_of_3_augmented_2,1
Patient00835_Plane3_2_of_3_augmented_3,1
Patient00835_Plane3_2_of_3_augmented_4,1
Patient00835_Plane3_2_of_3_augmented_5,1
Patient00837_Plane3_5_of_7_augmented_0,1
Patient00837_Plane3_5_of_7_augmented_1,1
Patient00837_Plane3_5_of_7_augmented_2,1
Patient00837_Plane3_5_of_7_augmented_3,1
Patient00837_Plane3_5_of_7_augmented_4,1
Patient00837_Plane3_5_of_7_augmented_5,1
Patient00837_Plane3_7_of_7_augmented_0,1
Patient00837_Plane3_7_of_7_augmented_1,1
Patient00837_Plane3_7_of_7_augmented_2,1
Patient00837_Plane3_7_of_7_augmented_3,1
Patient00837_Plane3_7_of_7_augmented_4,1
Patient00837_Plane3_7_of_7_augmented_5,1
Patient00839_Plane3_2_of_4_augmented_0,1
Patient00839_Plane3_2_of_4_augmented_1,1
Patient00839_Plane3_2_of_4_augmented_2,1
Patient00839_Plane3_2_of_4_augmented_3,1
Patient00839_Plane3_2_of_4_augmented_4,1
Patient00839_Plane3_2_of_4_augmented_5,1
Patient00840_Plane3_1_of_3_augmented_0,1
Patient00840_Plane3_1_of_3_augmented_1,1
Patient00840_Plane3_1_of_3_augmented_2,1
Patient00840_Plane3_1_of_3_augmented_3,1
Patient00840_Plane3_1_of_3_augmented_4,1
Patient00840_Plane3_1_of_3_augmented_5,1
Patient00847_Plane3_1_of_4_augmented_0,1
Patient00847_Plane3_1_of_4_augmented_1,1
Patient00847_Plane3_1_of_4_augmented_2,1
Patient00847_Plane3_1_of_4_augmented_3,1
Patient00847_Plane3_1_of_4_augmented_4,1
Patient00847_Plane3_1_of_4_augmented_5,1
Patient00847_Plane3_4_of_4_augmented_0,1
Patient00847_Plane3_4_of_4_augmented_1,1
Patient00847_Plane3_4_of_4_augmented_2,1
Patient00847_Plane3_4_of_4_augmented_3,1
Patient00847_Plane3_4_of_4_augmented_4,1
Patient00847_Plane3_4_of_4_augmented_5,1
Patient00848_Plane3_1_of_4_augmented_0,1
Patient00848_Plane3_1_of_4_augmented_1,1
Patient00848_Plane3_1_of_4_augmented_2,1
Patient00848_Plane3_1_of_4_augmented_3,1
Patient00848_Plane3_1_of_4_augmented_4,1
Patient00848_Plane3_1_of_4_augmented_5,1
Patient00848_Plane3_4_of_4_augmented_0,1
Patient00848_Plane3_4_of_4_augmented_1,1
Patient00848_Plane3_4_of_4_augmented_2,1
Patient00848_Plane3_4_of_4_augmented_3,1
Patient00848_Plane3_4_of_4_augmented_4,1
Patient00848_Plane3_4_of_4_augmented_5,1
Patient00851_Plane3_1_of_3_augmented_0,1
Patient00851_Plane3_1_of_3_augmented_1,1
Patient00851_Plane3_1_of_3_augmented_2,1
Patient00851_Plane3_1_of_3_augmented_3,1
Patient00851_Plane3_1_of_3_augmented_4,1
Patient00851_Plane3_1_of_3_augmented_5,1
Patient00851_Plane3_2_of_3_augmented_0,1
Patient00851_Plane3_2_of_3_augmented_1,1
Patient00851_Plane3_2_of_3_augmented_2,1
Patient00851_Plane3_2_of_3_augmented_3,1
Patient00851_Plane3_2_of_3_augmented_4,1
Patient00851_Plane3_2_of_3_augmented_5,1
Patient00852_Plane3_2_of_3_augmented_0,1
Patient00852_Plane3_2_of_3_augmented_1,1
Patient00852_Plane3_2_of_3_augmented_2,1
Patient00852_Plane3_2_of_3_augmented_3,1
Patient00852_Plane3_2_of_3_augmented_4,1
Patient00852_Plane3_2_of_3_augmented_5,1
Patient00854_Plane3_2_of_3_augmented_0,1
Patient00854_Plane3_2_of_3_augmented_1,1
Patient00854_Plane3_2_of_3_augmented_2,1
Patient00854_Plane3_2_of_3_augmented_3,1
Patient00854_Plane3_2_of_3_augmented_4,1
Patient00854_Plane3_2_of_3_augmented_5,1
Patient00855_Plane3_1_of_3_augmented_0,1
Patient00855_Plane3_1_of_3_augmented_1,1
Patient00855_Plane3_1_of_3_augmented_2,1
Patient00855_Plane3_1_of_3_augmented_3,1
Patient00855_Plane3_1_of_3_augmented_4,1
Patient00855_Plane3_1_of_3_augmented_5,1
Patient00855_Plane3_2_of_3_augmented_0,1
Patient00855_Plane3_2_of_3_augmented_1,1
Patient00855_Plane3_2_of_3_augmented_2,1
Patient00855_Plane3_2_of_3_augmented_3,1
Patient00855_Plane3_2_of_3_augmented_4,1
Patient00855_Plane3_2_of_3_augmented_5,1
Patient00859_Plane3_1_of_1_augmented_0,1
Patient00859_Plane3_1_of_1_augmented_1,1
Patient00859_Plane3_1_of_1_augmented_2,1
Patient00859_Plane3_1_of_1_augmented_3,1
Patient00859_Plane3_1_of_1_augmented_4,1
Patient00859_Plane3_1_of_1_augmented_5,1
Patient00867_Plane3_1_of_3_augmented_0,1
Patient00867_Plane3_1_of_3_augmented_1,1
Patient00867_Plane3_1_of_3_augmented_2,1
Patient00867_Plane3_1_of_3_augmented_3,1
Patient00867_Plane3_1_of_3_augmented_4,1
Patient00867_Plane3_1_of_3_augmented_5,1
Patient00870_Plane3_2_of_5_augmented_0,1
Patient00870_Plane3_2_of_5_augmented_1,1
Patient00870_Plane3_2_of_5_augmented_2,1
Patient00870_Plane3_2_of_5_augmented_3,1
Patient00870_Plane3_2_of_5_augmented_4,1
Patient00870_Plane3_2_of_5_augmented_5,1
Patient00873_Plane3_3_of_3_augmented_0,1
Patient00873_Plane3_3_of_3_augmented_1,1
Patient00873_Plane3_3_of_3_augmented_2,1
Patient00873_Plane3_3_of_3_augmented_3,1
Patient00873_Plane3_3_of_3_augmented_4,1
Patient00873_Plane3_3_of_3_augmented_5,1
Patient00875_Plane3_2_of_3_augmented_0,1
Patient00875_Plane3_2_of_3_augmented_1,1
Patient00875_Plane3_2_of_3_augmented_2,1
Patient00875_Plane3_2_of_3_augmented_3,1
Patient00875_Plane3_2_of_3_augmented_4,1
Patient00875_Plane3_2_of_3_augmented_5,1
Patient00883_Plane3_1_of_2_augmented_0,1
Patient00883_Plane3_1_of_2_augmented_1,1
Patient00883_Plane3_1_of_2_augmented_2,1
Patient00883_Plane3_1_of_2_augmented_3,1
Patient00883_Plane3_1_of_2_augmented_4,1
Patient00883_Plane3_1_of_2_augmented_5,1
Patient00895_Plane3_3_of_3_augmented_0,1
Patient00895_Plane3_3_of_3_augmented_1,1
Patient00895_Plane3_3_of_3_augmented_2,1
Patient00895_Plane3_3_of_3_augmented_3,1
Patient00895_Plane3_3_of_3_augmented_4,1
Patient00895_Plane3_3_of_3_augmented_5,1
Patient00899_Plane3_1_of_4_augmented_0,1
Patient00899_Plane3_1_of_4_augmented_1,1
Patient00899_Plane3_1_of_4_augmented_2,1
Patient00899_Plane3_1_of_4_augmented_3,1
Patient00899_Plane3_1_of_4_augmented_4,1
Patient00899_Plane3_1_of_4_augmented_5,1
Patient00901_Plane3_2_of_5_augmented_0,1
Patient00901_Plane3_2_of_5_augmented_1,1
Patient00901_Plane3_2_of_5_augmented_2,1
Patient00901_Plane3_2_of_5_augmented_3,1
Patient00901_Plane3_2_of_5_augmented_4,1
Patient00901_Plane3_2_of_5_augmented_5,1
Patient00906_Plane3_2_of_3_augmented_0,1
Patient00906_Plane3_2_of_3_augmented_1,1
Patient00906_Plane3_2_of_3_augmented_2,1
Patient00906_Plane3_2_of_3_augmented_3,1
Patient00906_Plane3_2_of_3_augmented_4,1
Patient00906_Plane3_2_of_3_augmented_5,1
Patient00912_Plane3_4_of_5_augmented_0,1
Patient00912_Plane3_4_of_5_augmented_1,1
Patient00912_Plane3_4_of_5_augmented_2,1
Patient00912_Plane3_4_of_5_augmented_3,1
Patient00912_Plane3_4_of_5_augmented_4,1
Patient00912_Plane3_4_of_5_augmented_5,1
Patient00917_Plane3_3_of_5_augmented_0,1
Patient00917_Plane3_3_of_5_augmented_1,1
Patient00917_Plane3_3_of_5_augmented_2,1
Patient00917_Plane3_3_of_5_augmented_3,1
Patient00917_Plane3_3_of_5_augmented_4,1
Patient00917_Plane3_3_of_5_augmented_5,1
Patient00918_Plane3_2_of_2_augmented_0,1
Patient00918_Plane3_2_of_2_augmented_1,1
Patient00918_Plane3_2_of_2_augmented_2,1
Patient00918_Plane3_2_of_2_augmented_3,1
Patient00918_Plane3_2_of_2_augmented_4,1
Patient00918_Plane3_2_of_2_augmented_5,1
Patient00919_Plane3_1_of_2_augmented_0,1
Patient00919_Plane3_1_of_2_augmented_1,1
Patient00919_Plane3_1_of_2_augmented_2,1
Patient00919_Plane3_1_of_2_augmented_3,1
Patient00919_Plane3_1_of_2_augmented_4,1
Patient00919_Plane3_1_of_2_augmented_5,1
Patient00921_Plane3_1_of_3_augmented_0,1
Patient00921_Plane3_1_of_3_augmented_1,1
Patient00921_Plane3_1_of_3_augmented_2,1
Patient00921_Plane3_1_of_3_augmented_3,1
Patient00921_Plane3_1_of_3_augmented_4,1
Patient00921_Plane3_1_of_3_augmented_5,1
Patient00926_Plane3_2_of_4_augmented_0,1
Patient00926_Plane3_2_of_4_augmented_1,1
Patient00926_Plane3_2_of_4_augmented_2,1
Patient00926_Plane3_2_of_4_augmented_3,1
Patient00926_Plane3_2_of_4_augmented_4,1
Patient00926_Plane3_2_of_4_augmented_5,1
Patient00928_Plane3_7_of_9_augmented_0,1
Patient00928_Plane3_7_of_9_augmented_1,1
Patient00928_Plane3_7_of_9_augmented_2,1
Patient00928_Plane3_7_of_9_augmented_3,1
Patient00928_Plane3_7_of_9_augmented_4,1
Patient00928_Plane3_7_of_9_augmented_5,1
Patient00928_Plane3_9_of_9_augmented_0,1
Patient00928_Plane3_9_of_9_augmented_1,1
Patient00928_Plane3_9_of_9_augmented_2,1
Patient00928_Plane3_9_of_9_augmented_3,1
Patient00928_Plane3_9_of_9_augmented_4,1
Patient00928_Plane3_9_of_9_augmented_5,1
Patient00929_Plane3_4_of_8_augmented_0,1
Patient00929_Plane3_4_of_8_augmented_1,1
Patient00929_Plane3_4_of_8_augmented_2,1
Patient00929_Plane3_4_of_8_augmented_3,1
Patient00929_Plane3_4_of_8_augmented_4,1
Patient00929_Plane3_4_of_8_augmented_5,1
Patient00929_Plane3_6_of_8_augmented_0,1
Patient00929_Plane3_6_of_8_augmented_1,1
Patient00929_Plane3_6_of_8_augmented_2,1
Patient00929_Plane3_6_of_8_augmented_3,1
Patient00929_Plane3_6_of_8_augmented_4,1
Patient00929_Plane3_6_of_8_augmented_5,1
Patient00930_Plane3_4_of_6_augmented_0,1
Patient00930_Plane3_4_of_6_augmented_1,1
Patient00930_Plane3_4_of_6_augmented_2,1
Patient00930_Plane3_4_of_6_augmented_3,1
Patient00930_Plane3_4_of_6_augmented_4,1
Patient00930_Plane3_4_of_6_augmented_5,1
Patient00932_Plane3_1_of_1_augmented_0,1
Patient00932_Plane3_1_of_1_augmented_1,1
Patient00932_Plane3_1_of_1_augmented_2,1
Patient00932_Plane3_1_of_1_augmented_3,1
Patient00932_Plane3_1_of_1_augmented_4,1
Patient00932_Plane3_1_of_1_augmented_5,1
Patient00933_Plane3_1_of_4_augmented_0,1
Patient00933_Plane3_1_of_4_augmented_1,1
Patient00933_Plane3_1_of_4_augmented_2,1
Patient00933_Plane3_1_of_4_augmented_3,1
Patient00933_Plane3_1_of_4_augmented_4,1
Patient00933_Plane3_1_of_4_augmented_5,1
Patient00933_Plane3_3_of_4_augmented_0,1
Patient00933_Plane3_3_of_4_augmented_1,1
Patient00933_Plane3_3_of_4_augmented_2,1
Patient00933_Plane3_3_of_4_augmented_3,1
Patient00933_Plane3_3_of_4_augmented_4,1
Patient00933_Plane3_3_of_4_augmented_5,1
Patient00941_Plane3_1_of_1_augmented_0,1
Patient00941_Plane3_1_of_1_augmented_1,1
Patient00941_Plane3_1_of_1_augmented_2,1
Patient00941_Plane3_1_of_1_augmented_3,1
Patient00941_Plane3_1_of_1_augmented_4,1
Patient00941_Plane3_1_of_1_augmented_5,1
Patient00945_Plane3_4_of_4_augmented_0,1
Patient00945_Plane3_4_of_4_augmented_1,1
Patient00945_Plane3_4_of_4_augmented_2,1
Patient00945_Plane3_4_of_4_augmented_3,1
Patient00945_Plane3_4_of_4_augmented_4,1
Patient00945_Plane3_4_of_4_augmented_5,1
Patient00946_Plane3_1_of_2_augmented_0,1
Patient00946_Plane3_1_of_2_augmented_1,1
Patient00946_Plane3_1_of_2_augmented_2,1
Patient00946_Plane3_1_of_2_augmented_3,1
Patient00946_Plane3_1_of_2_augmented_4,1
Patient00946_Plane3_1_of_2_augmented_5,1
Patient00950_Plane3_4_of_5_augmented_0,1
Patient00950_Plane3_4_of_5_augmented_1,1
Patient00950_Plane3_4_of_5_augmented_2,1
Patient00950_Plane3_4_of_5_augmented_3,1
Patient00950_Plane3_4_of_5_augmented_4,1
Patient00950_Plane3_4_of_5_augmented_5,1
Patient00952_Plane3_1_of_2_augmented_0,1
